Student_ID,Age,Gender,Region,Urban_Rural,School_Type,Subject_Stream,Matriculation_Score,Parent_Education_Level,Number_of_Siblings,Family_Monthly_Income_MMK,Internet_Access_At_Home,English_Proficiency_Level,Family_Member_University_Graduate,Test_Prep_Course,Extracurricular_Score,Distance_to_University_km,Scholarship_Applied,Scholarship_Received,Preferred_University_Type,Chosen_Field_of_Study,Enrollment_Status
STU003376,18,Female,Yangon,Rural,Private High School,Arts,335.0,Middle School,1,385000.0,No,Intermediate,Yes,No,2.4,11.4,No,No,University of Distance Education,Business & Economics,Enrolled
STU002487,18,Female,Bago,Urban,Monastic Education School,Arts,,Middle School,0,868000.0,Yes,Advanced,No,No,6.8,29.439999999999998,No,No,Government University,Business & Economics,Enrolled
STU006954,18,Female,Rakhine,Rural,Government High School,Arts,277.0,No Formal Education,0,273000.0,No,Intermediate,Yes,Yes,3.2,23.2,Yes,No,University of Distance Education,Business & Economics,Enrolled
STU000606,18,Male,Ayeyarwady,Urban,Private High School,Science,382.0,High School,1,446000.0,No,Intermediate,Yes,Yes,5.3,8.440000000000001,Yes,No,Technological University,Engineering,Enrolled
STU007444,17,Male,Yangon,Rural,International School,Arts,327.0,Primary School,2,767000.0,Yes,Beginner,No,No,5.4,21.8,No,No,Government University,Arts & Humanities,Enrolled
STU005928,19,Male,Ayeyarwady,Rural,Government High School,Arts,361.0,,1,303000.0,Yes,Advanced,No,Yes,3.6,20.6,Yes,Yes,University of Distance Education,Education,Enrolled
STU002454,18,Female,Kachin,Rural,Monastic Education School,Arts,268.0,Primary School,0,171000.0,Yes,Beginner,No,No,5.1,6.7,No,No,University of Distance Education,Business & Economics,Enrolled
STU003609,17,Male,Yangon,Rural,Monastic Education School,Science,238.0,University Graduate,0,533000.0,No,Advanced,No,No,7.0,42.0,No,No,Government University,Natural Science,Enrolled
STU001484,17,Male,Yangon,Urban,Government High School,Science,318.0,High School,1,728000.0,No,Beginner,No,No,4.8,3.3200000000000003,No,No,University of Distance Education,Agriculture,Enrolled
STU004519,18,Female,Tanintharyi,Rural,Government High School,Science,287.0,Primary School,0,231000.0,Yes,Beginner,No,No,7.7,10.5,No,No,University of Distance Education,Natural Science,Enrolled
STU003038,17,Male,Mon,Urban,Government High School,Arts,219.0,Primary School,2,894000.0,Yes,Beginner,No,No,0.2,12.0,Yes,No,University of Distance Education,Business & Economics,Enrolled
STU009352,18,Female,Kachin,Rural,Monastic Education School,Science,303.0,Middle School,3,298000.0,Yes,Intermediate,No,Yes,4.4,69.7,Yes,No,Government University,Natural Science,Enrolled
STU007692,18,Female,Shan,Urban,Government High School,Arts,290.0,High School,2,2121000.0,Yes,Beginner,No,Yes,4.1,11.56,No,No,Private University,Arts & Humanities,Enrolled
STU004116,17,Female,Shan,Rural,Government High School,Arts,331.0,University Graduate,1,585000.0,Yes,Beginner,No,Yes,7.7,18.4,Yes,No,Government University,Law,Enrolled
STU001427,17,Female,Bago,Rural,Government High School,Science,352.0,Middle School,3,105000.0,Yes,Intermediate,No,No,3.7,7.7,Yes,Yes,Medical University,Medicine,Enrolled
STU000497,18,Male,Mandalay,Rural,Government High School,Arts,239.0,Middle School,1,375000.0,Yes,Intermediate,Yes,No,6.3,19.7,No,No,Government University,Arts & Humanities,Enrolled
STU003353,17,Male,Yangon,Rural,Government High School,Arts,291.0,Middle School,2,1193000.0,No,Intermediate,Yes,Yes,3.2,36.6,Yes,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU008794,18,Female,Ayeyarwady,Rural,Government High School,Arts,246.0,Middle School,2,652000.0,No,Intermediate,No,No,1.7,52.0,No,No,Government University,Business & Economics,Enrolled
STU000759,17,Female,Mandalay,Urban,Government High School,Science,341.0,High School,1,971000.0,No,Beginner,Yes,Yes,5.8,14.880000000000003,Yes,Yes,University of Distance Education,Engineering,Enrolled
STU000838,20,Female,Mandalay,Rural,Monastic Education School,Science,223.0,University Graduate,2,857000.0,Yes,Advanced,No,No,5.6,12.9,No,No,Government University,Natural Science,Enrolled
STU004327,17,Female,Naypyidaw,Urban,Government High School,Arts,318.0,High School,2,869000.0,Yes,Intermediate,No,Yes,3.6,5.16,Yes,No,Government University,Business & Economics,Enrolled
STU002128,17,Male,Sagaing,Rural,Private High School,Science,328.0,University Graduate,1,196000.0,Yes,Advanced,No,No,7.6,54.5,No,No,Government University,Agriculture,Enrolled
STU001023,20,Female,Chin,Rural,Government High School,Arts,412.0,Middle School,2,215000.0,No,Intermediate,No,Yes,5.4,10.0,No,No,Government University,Business & Economics,Enrolled
STU008762,17,Male,Bago,Rural,Government High School,Arts,321.0,High School,3,212000.0,Yes,Beginner,No,No,4.6,33.1,No,No,Government University,Law,Enrolled
STU005614,18,Male,Yangon,Urban,Private High School,Arts,326.0,University Graduate,1,1122000.0,Yes,Beginner,Yes,No,5.4,1.36,No,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU005581,18,Male,Mon,Rural,International School,Science,361.0,University Graduate,1,935000.0,Yes,Advanced,Yes,Yes,7.4,62.1,Yes,No,Technological University,Engineering,Enrolled
STU001058,17,Female,Kayin,Rural,Monastic Education School,Science,351.0,University Graduate,2,496000.0,Yes,Intermediate,Yes,No,5.0,17.5,No,No,Technological University,Engineering,Enrolled
STU009542,20,Female,Yangon,Urban,Government High School,Arts,307.0,High School,2,189000.0,Yes,Beginner,No,Yes,0.3,10.68,No,No,Government University,Education,Enrolled
STU006856,17,Female,Magway,Urban,Government High School,Science,265.0,Primary School,1,,Yes,Intermediate,No,Yes,1.8,12.76,Yes,No,Technological University,Engineering,Enrolled
STU007349,17,Female,Rakhine,Rural,Government High School,Science,228.0,University Graduate,1,367000.0,No,Advanced,No,No,3.6,11.3,No,No,University of Distance Education,Engineering,Enrolled
STU009045,17,Female,Magway,Rural,Government High School,Science,248.0,High School,2,296000.0,Yes,Beginner,No,Yes,4.4,18.1,Yes,No,University of Distance Education,Natural Science,Enrolled
STU002129,17,Male,Yangon,Rural,Private High School,Arts,379.0,University Graduate,1,354000.0,No,Intermediate,Yes,No,6.8,3.8,No,No,University of Distance Education,Education,Enrolled
STU002767,18,Female,Shan,Rural,Private High School,Science,326.0,University Graduate,2,1837000.0,Yes,Intermediate,No,No,5.1,0.5,No,No,Government University,Agriculture,Enrolled
STU002109,17,Male,Ayeyarwady,Rural,Private High School,Science,354.0,High School,5,631000.0,Yes,Intermediate,No,No,6.3,129.3,No,No,Computer University,Computer Science,Enrolled
STU003617,18,Male,Yangon,Rural,Monastic Education School,Science,361.0,Postgraduate,4,199000.0,Yes,Intermediate,No,No,1.6,44.5,No,No,Technological University,Engineering,Enrolled
STU001545,18,Male,Shan,Rural,Monastic Education School,Science,252.0,High School,2,493000.0,No,Beginner,Yes,Yes,4.7,66.0,Yes,No,Government University,Agriculture,Enrolled
STU006914,18,Male,Mon,Urban,Monastic Education School,Science,247.0,Middle School,1,647000.0,No,Advanced,No,No,3.3,10.32,Yes,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU001719,18,Female,Bago,Urban,Government High School,Science,297.0,High School,5,2314000.0,Yes,Advanced,Yes,No,5.6,2.12,No,No,University of Distance Education,Natural Science,Enrolled
STU007435,17,Male,Mandalay,Rural,Monastic Education School,Science,361.0,High School,2,1046000.0,No,Intermediate,Yes,No,5.0,10.6,Yes,No,University of Distance Education,Engineering,Enrolled
STU007365,17,Female,Mon,Rural,Government High School,Arts,277.0,High School,0,232000.0,No,Intermediate,No,Yes,,40.8,No,No,Government University,Education,Enrolled
STU006235,18,Female,Tanintharyi,Rural,Government High School,Science,248.0,Middle School,2,335000.0,Yes,Intermediate,Yes,No,3.0,69.5,No,No,University of Distance Education,Engineering,Enrolled
STU000725,17,Female,Shan,Urban,Government High School,Arts,320.0,High School,2,580000.0,Yes,Beginner,No,No,7.3,13.600000000000001,No,No,University of Distance Education,Education,Enrolled
STU006673,18,Male,Magway,Rural,Monastic Education School,Science,341.0,High School,2,220000.0,Yes,Intermediate,No,No,4.4,63.1,No,No,Technological University,Engineering,Enrolled
STU008029,20,Female,Rakhine,Rural,Government High School,Science,306.0,Primary School,4,,Yes,Beginner,No,No,1.5,34.5,No,No,University of Distance Education,Natural Science,Enrolled
STU005492,18,Male,Magway,Rural,Private High School,Science,418.0,Middle School,1,992000.0,Yes,Advanced,No,Yes,2.4,1.2,No,No,Technological University,Engineering,Enrolled
STU001128,18,Female,Yangon,Rural,Government High School,Arts,446.0,University Graduate,1,956000.0,Yes,Advanced,Yes,Yes,3.2,49.7,Yes,Yes,Government University,Arts & Humanities,Enrolled
STU002957,17,Female,Tanintharyi,Rural,Government High School,Arts,299.0,Middle School,1,333000.0,No,Intermediate,Yes,No,6.3,91.0,No,No,University of Distance Education,Education,Enrolled
STU005156,17,Male,Shan,Urban,Government High School,Arts,276.0,Primary School,0,1032000.0,Yes,Advanced,No,Yes,3.5,3.84,No,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU004817,17,Female,Rakhine,Rural,Government High School,Arts,270.0,No Formal Education,2,290000.0,Yes,Advanced,No,Yes,1.1,26.4,No,No,Government University,Education,Enrolled
STU006202,18,Male,Ayeyarwady,Urban,Private High School,Science,336.0,University Graduate,2,776000.0,Yes,Intermediate,No,No,3.8,6.800000000000001,Yes,No,Government University,Natural Science,Enrolled
STU006224,17,Female,Bago,Rural,Government High School,Science,441.0,Postgraduate,1,645000.0,Yes,Advanced,Yes,No,5.4,21.1,Yes,No,Medical University,Medicine,Enrolled
STU008686,17,Female,Mon,Rural,Government High School,Science,248.0,Middle School,3,199000.0,Yes,Intermediate,No,Yes,3.5,24.7,Yes,No,University of Distance Education,Natural Science,Enrolled
STU007114,18,Female,Sagaing,Urban,Government High School,Science,400.0,Middle School,1,396000.0,No,Intermediate,No,No,3.4,0.5,No,No,Government University,Agriculture,Enrolled
STU005275,18,Female,Rakhine,Rural,Government High School,Science,342.0,High School,1,661000.0,No,Beginner,Yes,No,5.4,69.4,No,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU008536,17,Male,Yangon,Rural,Government High School,Science,245.0,Primary School,1,219000.0,Yes,Advanced,No,Yes,5.9,32.6,No,No,University of Distance Education,Engineering,Enrolled
STU003044,18,Male,Mandalay,Urban,International School,Science,339.0,Middle School,3,,No,Advanced,No,Yes,3.3,4.5200000000000005,Yes,No,Computer University,Computer Science,Enrolled
STU006912,18,Male,Kayah,Urban,Government High School,Science,296.0,University Graduate,3,319000.0,No,,Yes,No,6.6,27.439999999999998,No,No,University of Distance Education,Natural Science,Enrolled
STU000150,17,Female,Shan,Rural,Government High School,Science,412.0,High School,2,296000.0,No,Intermediate,No,Yes,5.5,1.1,Yes,No,Government University,Natural Science,Enrolled
STU007574,18,Female,Sagaing,Urban,Private High School,Science,360.0,High School,5,2328000.0,No,Beginner,Yes,No,8.4,10.120000000000001,No,No,Computer University,Computer Science,Enrolled
STU004206,18,Female,Sagaing,Rural,Monastic Education School,Science,261.0,High School,3,538000.0,No,Beginner,No,No,3.7,30.2,Yes,No,Government University,Natural Science,Enrolled
STU005493,17,Male,Mandalay,Urban,Government High School,Arts,315.0,High School,3,394000.0,Yes,Intermediate,No,No,5.8,5.84,No,No,Private University,Education,Enrolled
STU002690,18,Female,Shan,Rural,Government High School,Science,239.0,University Graduate,1,562000.0,No,Beginner,Yes,No,0.8,17.4,No,No,University of Distance Education,Natural Science,Enrolled
STU004221,17,Male,Shan,Rural,Monastic Education School,Science,300.0,University Graduate,1,279000.0,No,Intermediate,Yes,Yes,4.7,11.9,No,No,Government University,Nursing & Health Science,Enrolled
STU009102,18,Male,Kayin,Urban,Government High School,Arts,331.0,University Graduate,3,166000.0,No,Intermediate,No,No,4.4,1.6,No,No,Government University,Arts & Humanities,Enrolled
STU000842,18,Male,Shan,Rural,Monastic Education School,Science,375.0,University Graduate,3,423000.0,Yes,Intermediate,Yes,No,,33.0,No,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU008137,18,Female,Yangon,Rural,Private High School,Science,370.0,High School,1,369000.0,Yes,Beginner,No,Yes,4.2,20.6,No,No,Technological University,Engineering,Enrolled
STU006438,17,Male,Shan,Rural,Government High School,Science,319.0,Middle School,1,596000.0,No,Beginner,No,No,7.5,70.8,Yes,No,Government University,Engineering,Enrolled
STU009700,17,Male,Bago,Urban,Private High School,Science,335.0,Middle School,2,272000.0,Yes,Intermediate,No,Yes,8.4,5.36,Yes,No,Government University,Nursing & Health Science,Enrolled
STU006200,20,Female,Mandalay,Rural,Government High School,Science,348.0,,4,519000.0,No,Beginner,No,No,3.0,0.5,No,No,Technological University,Engineering,Enrolled
STU002795,19,Female,Mandalay,Rural,Government High School,Arts,385.0,Primary School,2,572000.0,Yes,Intermediate,No,Yes,7.1,61.1,No,No,University of Distance Education,Arts & Humanities,Enrolled
STU007626,17,Female,Mon,Urban,Government High School,Arts,135.0,Middle School,3,527000.0,Yes,Intermediate,Yes,No,6.9,11.920000000000002,Yes,No,Private University,Business & Economics,Enrolled
STU008475,17,Male,Naypyidaw,Rural,Government High School,Science,388.0,High School,2,353000.0,No,Intermediate,No,Yes,6.7,19.5,Yes,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU007890,18,Female,Mandalay,Rural,Government High School,Science,301.0,Middle School,1,1270000.0,Yes,Intermediate,No,No,1.7,19.5,Yes,No,Private University,Natural Science,Enrolled
STU006608,17,Male,Yangon,Urban,Government High School,Science,248.0,Middle School,4,399000.0,No,Beginner,No,No,5.8,0.76,No,No,Private University,Engineering,Enrolled
STU009195,18,Male,Sagaing,Rural,Government High School,Science,251.0,Middle School,2,,Yes,Advanced,No,Yes,4.6,11.4,Yes,No,Private University,Natural Science,Enrolled
STU008248,17,Female,Sagaing,Rural,Government High School,Arts,346.0,High School,3,428000.0,Yes,Intermediate,Yes,No,4.3,26.7,Yes,No,University of Distance Education,Business & Economics,Enrolled
STU001393,17,Female,Ayeyarwady,Rural,Government High School,Arts,284.0,Middle School,1,632000.0,Yes,Advanced,No,No,,6.5,Yes,No,Government University,Law,Enrolled
STU001922,17,Female,Shan,Rural,Government High School,Arts,269.0,High School,2,287000.0,Yes,Intermediate,Yes,Yes,2.8,41.7,Yes,No,University of Distance Education,Education,Enrolled
STU007019,17,Female,Yangon,Urban,Government High School,Science,145.0,High School,2,421000.0,Yes,Intermediate,No,No,1.0,28.28,No,No,University of Distance Education,Natural Science,Enrolled
STU003622,17,Male,Ayeyarwady,Urban,Government High School,Science,203.0,High School,1,2659000.0,No,Beginner,No,No,8.0,0.8,Yes,No,Government University,Natural Science,Enrolled
STU004849,17,Female,Shan,Urban,Government High School,Arts,326.0,High School,3,1093000.0,No,Intermediate,No,Yes,6.3,0.5,No,No,Private University,Business & Economics,Enrolled
STU002292,18,Female,Mandalay,Urban,Government High School,Arts,177.0,High School,3,433000.0,Yes,Beginner,No,No,5.8,0.8400000000000001,No,No,University of Distance Education,Business & Economics,Enrolled
STU002134,19,Female,Kayin,Urban,Private High School,Science,430.0,Primary School,1,2722000.0,Yes,Beginner,No,No,6.5,8.56,No,No,Technological University,Engineering,Enrolled
STU000551,18,Female,Kachin,Rural,Government High School,Arts,316.0,University Graduate,3,605000.0,No,Intermediate,Yes,No,2.9,4.3,Yes,No,Government University,Education,Enrolled
STU001741,17,Female,Mandalay,Urban,Government High School,Arts,212.0,Middle School,2,365000.0,No,Beginner,Yes,No,5.9,8.28,Yes,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU005290,18,Female,Kayin,Urban,Government High School,Science,242.0,Postgraduate,3,374000.0,Yes,Intermediate,No,No,5.8,1.4800000000000002,Yes,No,Private University,Agriculture,Enrolled
STU001818,18,Female,Rakhine,Rural,Government High School,Science,321.0,High School,4,321000.0,Yes,Intermediate,Yes,Yes,5.9,28.7,No,No,Technological University,Engineering,Enrolled
STU004699,18,Male,Mandalay,Rural,Government High School,Arts,276.0,Middle School,2,253000.0,No,Beginner,No,No,7.4,30.5,Yes,No,Government University,Education,Enrolled
STU005182,18,Female,Yangon,Rural,Government High School,Science,435.0,University Graduate,2,,Yes,Intermediate,No,Yes,2.7,195.4,No,No,Government University,Nursing & Health Science,Enrolled
STU003019,17,Female,Kayah,Urban,Government High School,Arts,342.0,Primary School,3,981000.0,Yes,Intermediate,No,No,3.0,2.08,Yes,No,University of Distance Education,Arts & Humanities,Enrolled
STU000018,17,Male,Mandalay,Urban,Government High School,Arts,268.0,High School,5,1788000.0,No,Advanced,No,No,4.6,2.0,Yes,No,Government University,Arts & Humanities,Enrolled
STU001771,18,Male,Bago,Urban,Government High School,Arts,264.0,,1,491000.0,No,Advanced,No,Yes,2.4,2.8800000000000003,No,No,University of Distance Education,Arts & Humanities,Enrolled
STU001889,19,Female,Tanintharyi,Rural,Monastic Education School,Science,303.0,Middle School,2,285000.0,No,Intermediate,No,No,4.6,5.0,No,No,Government University,Agriculture,Enrolled
STU002153,18,Male,Sagaing,Rural,Government High School,Science,274.0,Middle School,1,308000.0,Yes,Beginner,Yes,Yes,6.6,0.5,No,No,University of Distance Education,Nursing & Health Science,Enrolled
STU001643,18,Female,Magway,Urban,Government High School,Science,223.0,Middle School,2,915000.0,Yes,Beginner,Yes,Yes,5.7,5.920000000000001,No,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU007847,18,Female,Kachin,Urban,Government High School,Science,338.0,High School,2,894000.0,Yes,Beginner,Yes,No,0.0,1.04,No,No,Private University,Natural Science,Enrolled
STU004194,19,Female,Bago,Rural,Government High School,Science,294.0,Middle School,3,808000.0,No,,No,No,4.8,6.8,Yes,No,Government University,Natural Science,Enrolled
STU009433,18,Female,Ayeyarwady,Rural,Private High School,Science,385.0,Postgraduate,1,353000.0,No,Intermediate,Yes,Yes,5.4,48.5,No,No,University of Distance Education,Agriculture,Enrolled
STU008899,17,Female,Yangon,Rural,Government High School,Science,270.0,High School,2,360000.0,Yes,Intermediate,No,Yes,6.5,66.6,Yes,No,Technological University,Engineering,Enrolled
STU000534,18,Female,Mandalay,Rural,Government High School,Arts,318.0,University Graduate,3,464000.0,No,Intermediate,No,No,6.9,7.2,No,No,Government University,Business & Economics,Enrolled
STU000133,18,Male,Tanintharyi,Rural,Government High School,Science,319.0,High School,2,594000.0,No,Intermediate,No,No,6.1,0.5,Yes,No,University of Distance Education,Engineering,Enrolled
STU007723,17,Female,Shan,Urban,Government High School,Arts,394.0,High School,2,858000.0,Yes,Advanced,No,No,8.8,3.3600000000000003,Yes,Yes,Government University,Arts & Humanities,Enrolled
STU008459,18,Female,Yangon,Rural,Government High School,Science,276.0,Middle School,2,531000.0,Yes,Intermediate,No,No,4.8,68.1,Yes,No,Computer University,Computer Science,Enrolled
STU000965,20,Male,Kayah,Rural,Government High School,Science,275.0,Primary School,0,327000.0,No,Intermediate,No,Yes,3.9,16.6,No,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU008720,17,Male,Magway,Urban,Private High School,Arts,229.0,Middle School,4,1000000.0,Yes,Beginner,No,Yes,4.0,20.240000000000002,Yes,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU006413,18,Female,Bago,Rural,Government High School,Science,272.0,Middle School,3,509000.0,Yes,Advanced,No,No,0.1,2.6,No,No,University of Distance Education,Engineering,Enrolled
STU008286,17,Male,Rakhine,Urban,Monastic Education School,Science,339.0,University Graduate,1,2419000.0,Yes,Beginner,No,No,3.8,9.840000000000002,No,No,University of Distance Education,Natural Science,Enrolled
STU007854,18,Male,Kachin,Urban,Government High School,Science,377.0,High School,2,1177000.0,Yes,Beginner,No,No,4.3,4.800000000000001,No,No,Computer University,Computer Science,Enrolled
STU001096,18,Female,Yangon,Rural,Government High School,Science,388.0,University Graduate,0,606000.0,Yes,Intermediate,No,No,0.5,37.4,Yes,No,Computer University,Computer Science,Enrolled
STU006930,20,Male,Mon,Urban,Government High School,Arts,392.0,High School,3,631000.0,Yes,Beginner,No,No,3.7,5.2,No,No,Government University,Business & Economics,Enrolled
STU009255,19,Female,Sagaing,Urban,Private High School,Science,324.0,Primary School,0,900000.0,No,Beginner,No,No,7.1,5.920000000000001,Yes,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU001562,18,Female,Naypyidaw,Rural,Private High School,Science,288.0,High School,0,650000.0,Yes,Advanced,No,Yes,0.0,32.2,Yes,Yes,University of Distance Education,Natural Science,Enrolled
STU001671,17,Male,Kachin,Urban,Government High School,Arts,356.0,High School,1,310000.0,No,Beginner,No,Yes,6.5,6.56,No,No,Private University,Education,Enrolled
STU006088,17,Female,Naypyidaw,Urban,Monastic Education School,Arts,390.0,University Graduate,4,378000.0,Yes,Intermediate,No,Yes,4.2,6.04,No,No,University of Distance Education,Education,Enrolled
STU006670,19,Male,Tanintharyi,Urban,Government High School,Arts,387.0,Postgraduate,3,549000.0,No,Intermediate,Yes,Yes,8.2,7.2,No,No,Private University,Arts & Humanities,Enrolled
STU005934,17,Female,Rakhine,Rural,Private High School,Arts,264.0,Middle School,3,583000.0,No,Intermediate,No,No,1.8,7.5,No,No,University of Distance Education,Business & Economics,Enrolled
STU008830,20,Male,Shan,Urban,International School,Science,497.0,University Graduate,1,3572000.0,Yes,Advanced,No,No,5.0,8.0,No,No,Medical University,Nursing & Health Science,Enrolled
STU007946,17,Female,Kayin,Urban,Government High School,Science,386.0,Middle School,2,828000.0,No,Intermediate,No,No,4.7,8.56,No,No,Technological University,Engineering,Enrolled
STU003509,18,Male,Ayeyarwady,Urban,Private High School,Arts,239.0,Middle School,1,560000.0,Yes,Beginner,Yes,Yes,5.5,0.5599999999999999,No,No,Government University,Business & Economics,Enrolled
STU002003,20,Female,Yangon,Rural,Private High School,Science,273.0,Primary School,3,1126000.0,Yes,Beginner,No,Yes,8.7,14.1,Yes,No,Technological University,Engineering,Enrolled
STU005867,19,Female,Chin,Rural,Government High School,Arts,281.0,Postgraduate,2,305000.0,Yes,Intermediate,Yes,Yes,7.8,34.6,No,No,University of Distance Education,Arts & Humanities,Enrolled
STU000169,17,Female,Yangon,Urban,Government High School,Arts,421.0,High School,2,1032000.0,Yes,Advanced,No,Yes,4.7,5.5200000000000005,Yes,No,Private University,Law,Enrolled
STU002589,18,Male,Sagaing,Urban,Monastic Education School,Science,330.0,Primary School,3,919000.0,Yes,Intermediate,Yes,Yes,5.3,7.96,Yes,Yes,Government University,Nursing & Health Science,Enrolled
STU005906,19,Female,Ayeyarwady,Urban,Monastic Education School,Arts,322.0,Middle School,1,303000.0,Yes,Intermediate,Yes,Yes,10.0,1.08,No,No,Government University,Business & Economics,Enrolled
STU009530,17,Male,Magway,Rural,Government High School,Science,232.0,Primary School,1,1094000.0,No,Advanced,No,No,2.6,4.9,No,No,Government University,Engineering,Enrolled
STU006385,17,Female,Naypyidaw,Rural,Government High School,Science,353.0,High School,3,122000.0,Yes,Intermediate,No,No,6.5,23.4,No,No,Computer University,Computer Science,Enrolled
STU007825,20,Male,Mandalay,Rural,Government High School,Arts,370.0,,0,218000.0,No,Intermediate,Yes,Yes,4.3,19.6,Yes,Yes,Private University,Law,Enrolled
STU009780,19,Male,Sagaing,Urban,Government High School,Arts,312.0,University Graduate,0,1139000.0,No,Intermediate,No,Yes,4.2,2.8800000000000003,Yes,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU004630,17,Female,Mandalay,Rural,Government High School,Arts,279.0,Middle School,3,291000.0,No,Intermediate,No,No,8.5,44.0,No,No,University of Distance Education,Law,Enrolled
STU008561,17,Male,Yangon,Rural,Monastic Education School,Arts,243.0,Middle School,1,347000.0,No,Intermediate,Yes,Yes,6.1,13.8,No,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU009292,19,Female,Rakhine,Urban,Government High School,Science,319.0,High School,4,597000.0,Yes,Beginner,Yes,Yes,4.3,12.040000000000001,No,No,University of Distance Education,Nursing & Health Science,Enrolled
STU006875,17,Male,Ayeyarwady,Rural,Private High School,Arts,427.0,Primary School,1,353000.0,No,Intermediate,No,No,3.7,32.1,No,No,University of Distance Education,Business & Economics,Enrolled
STU006522,18,Male,Rakhine,Rural,Monastic Education School,Arts,278.0,University Graduate,1,367000.0,Yes,Intermediate,Yes,No,7.2,13.8,No,No,University of Distance Education,Business & Economics,Enrolled
STU008980,18,Female,Yangon,Rural,International School,Science,357.0,University Graduate,1,1158000.0,Yes,Advanced,No,Yes,5.5,22.7,Yes,Yes,Technological University,Engineering,Enrolled
STU006648,17,Male,Chin,Rural,Government High School,Science,287.0,University Graduate,2,868000.0,No,Intermediate,No,Yes,1.6,15.2,No,No,University of Distance Education,Agriculture,Enrolled
STU009826,17,Male,Mandalay,Rural,Private High School,Arts,275.0,No Formal Education,3,813000.0,Yes,Intermediate,No,Yes,,1.4,Yes,Yes,University of Distance Education,Law,Enrolled
STU000211,18,Female,Yangon,Urban,Government High School,Science,316.0,Primary School,0,549000.0,Yes,Intermediate,No,Yes,2.8,0.8,No,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU005279,17,Male,Mandalay,Urban,Government High School,Science,307.0,University Graduate,2,1217000.0,Yes,Intermediate,Yes,Yes,5.7,10.8,No,No,University of Distance Education,Natural Science,Enrolled
STU001920,20,Female,Kayin,Urban,Private High School,Arts,363.0,Middle School,0,835000.0,Yes,Advanced,Yes,Yes,6.1,9.920000000000002,Yes,No,Government University,Business & Economics,Enrolled
STU000719,18,Female,Magway,Rural,Government High School,Science,274.0,High School,0,354000.0,No,Beginner,Yes,Yes,3.7,17.2,No,No,University of Distance Education,Engineering,Enrolled
STU004869,18,Female,Kayin,Urban,Government High School,Arts,296.0,Primary School,2,885000.0,Yes,Intermediate,Yes,Yes,2.3,12.56,Yes,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU007835,18,Male,Magway,Rural,Government High School,Science,263.0,Primary School,1,303000.0,Yes,Beginner,No,Yes,6.3,3.8,No,No,Private University,Agriculture,Enrolled
STU001299,18,Female,Ayeyarwady,Urban,Government High School,Science,226.0,Primary School,2,1385000.0,Yes,,Yes,No,5.4,34.2,Yes,No,University of Distance Education,Agriculture,Enrolled
STU009194,17,Female,Rakhine,Rural,Government High School,Science,294.0,University Graduate,1,332000.0,No,Advanced,Yes,Yes,5.7,62.6,No,No,Government University,Agriculture,Enrolled
STU004618,18,Female,Shan,Rural,International School,Arts,282.0,Middle School,1,1438000.0,No,Intermediate,No,No,2.0,10.9,Yes,No,Private University,Education,Enrolled
STU003129,18,Female,Yangon,Urban,Government High School,Science,258.0,Middle School,2,609000.0,Yes,Beginner,No,No,6.7,14.96,Yes,No,Government University,Natural Science,Enrolled
STU009796,18,Male,Yangon,Urban,Government High School,Science,293.0,High School,1,731000.0,Yes,Advanced,Yes,Yes,4.4,42.52,Yes,No,Government University,Natural Science,Enrolled
STU003980,18,Female,Mandalay,Rural,Government High School,Science,350.0,High School,4,669000.0,Yes,Advanced,No,No,4.7,15.5,No,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU009925,17,Male,Sagaing,Rural,Private High School,Arts,395.0,University Graduate,3,488000.0,Yes,Beginner,No,Yes,0.5,1.0,No,No,University of Distance Education,Business & Economics,Enrolled
STU008318,25,Female,Bago,Urban,Government High School,Arts,245.0,Primary School,0,922000.0,No,,No,Yes,8.7,0.9199999999999999,Yes,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU004394,18,Male,Magway,Rural,Government High School,Science,284.0,High School,3,216000.0,No,Intermediate,No,No,4.2,0.8,No,No,Government University,Agriculture,Enrolled
